envId,formationType,timeStep,receiverId,sigma_rssi_bar,sigma_gps_bar,snr_bar,plr_bar,relative_speed_bar,relative_height_bar,trusted_count,trust_bar,theta,benign_exceedance_rate,mean_delta_d,max_delta_d,num_links
0,0,7,2,499.934335950695,499.934335950695,100.0,0.0438377078013797,0.715415790601929,4.31099161835234,16,0.999999999999997,10,0.0,2.5289711845145667e-14,8.5265128291212e-14,19
0,0,7,3,503.934378318136,503.934378318137,100.0,0.0379106486503584,0.842459604093641,3.62062023895193,16,0.999999999999997,10,0.0,2.1363028305418797e-14,8.5265128291212e-14,19
0,0,7,4,511.277052198089,511.277052198089,100.0,0.0324249391172117,0.955725518068391,3.19454257729606,16,0.999999999999998,10,0.0,1.5519749228444293e-14,5.6843418860808e-14,19
0,0,7,5,497.188442378259,497.188442378259,100.0,0.0275392683965593,0.9691269601127,3.35356612207492,16,0.999999999999998,10,0.0,1.458482457612837e-14,5.6843418860808e-14,19
0,0,7,6,448.991081391057,448.991081391057,100.0,0.0233520512631034,0.873564543404143,4.0023459244616,16,0.999999999999998,10,0.0,1.9680163931250138e-14,7.105427357600999e-14,19
0,0,7,7,382.067215278342,382.067215278342,100.0,0.0198280275938601,0.757598253535882,4.79455951913442,16,0.999999999999999,10,0.0,1.1265842060406848e-14,3.5527136788004997e-14,19
0,0,7,8,308.720051675736,308.720051675737,100.0,0.0168945859429755,0.693543403009065,5.31238185157162,16,0.999999999999999,10,0.0,1.3649899923812448e-14,4.9737991503207e-14,19
0,0,7,9,238.50416851305,238.50416851305,100.0,0.0145047946591253,0.722469211001507,5.14941280952322,16,0.999999999999999,10,0.0,1.2060528014875382e-14,6.3948846218409e-14,19
0,0,7,10,179.525354778358,179.525354778358,100.0,0.0126799266055491,0.840765786739227,4.45489572743642,16,0.999999999999999,10,0.0,1.0845125966864684e-14,4.2632564145606e-14,19
0,0,7,11,139.378216037972,139.378216037972,100.0,0.011504612085264,1.00056298499121,3.68022405549199,16,0.999999999999999,10,0.0,1.0798379734248889e-14,4.9737991503207e-14,19
0,0,7,12,124.409824688771,124.409824688771,100.0,0.0110783717382511,1.12189709543944,3.19189265406617,16,0.999999999999999,10,0.0,1.1265842060406848e-14,4.2632564145606e-14,19
0,0,7,13,137.571938690545,137.571938690545,100.0,0.0114553607134368,1.11564426707126,3.35431259803373,16,0.999999999999999,10,0.0,1.3322676295501875e-14,7.105427357600999e-14,19
0,0,7,14,176.923075801415,176.923075801415,100.0,0.0126110542289405,0.98753069759677,4.04711334896533,16,0.999999999999999,10,0.0,1.3977123552123021e-14,4.9737991503207e-14,19
0,0,7,15,236.368665469635,236.368665469636,100.0,0.0144569737397982,0.828406551298025,4.82964943324988,16,0.999999999999999,10,0.0,1.5426256763212698e-14,5.6843418860808e-14,19
0,0,7,16,307.826391864195,307.826391864195,100.0,0.0168940381539014,0.716266091473773,5.27136312753375,16,0.999999999999999,10,0.0,1.327593006288608e-14,5.6843418860808e-14,19
0,0,7,17,382.567376832373,382.567376832373,100.0,0.0198703744452944,0.695586765571459,5.00036568052673,16,0.999999999999999,10,0.0,2.1316282072803e-14,8.5265128291212e-14,19
0,0,7,18,450.692892020614,450.692892020614,100.0,0.0234059303926829,0.766080336517923,4.26483037783968,16,0.999999999999999,10,0.0,1.631443518291282e-14,8.5265128291212e-14,19
0,0,7,19,499.779315140281,499.779315140282,100.0,0.0275672040368857,0.883299337160153,3.51146435073432,16,0.999999999999998,10,0.0,2.140977453803459e-14,7.105427357600999e-14,19
0,0,7,20,514.252866713046,514.252866713046,100.0,0.0324075946957991,0.973568507211007,3.15818489523153,16,0.999999999999998,10,0.0,2.3419862540513822e-14,8.5265128291212e-14,19
0,0,8,1,518.582083306667,518.582083306667,100.0,0.0497311622985266,0.636815271543555,3.16861485872373,16,0.999999999999998,10,0.0,2.0521596118334466e-14,8.5265128291212e-14,19
0,0,8,2,501.544545171018,501.544545171018,100.0,0.0437684457322029,0.775117156408742,3.97072927073841,16,0.999999999999997,10,0.0,2.7112814917161712e-14,7.105427357600999e-14,19
